Country,Topic,Learners' Prof.,Editor,Tokens,A (Added),D (Deleted),A+D,Tokens.1,Content (/12),Organization (/12),Vocabulary (/12),Language Use (/12),Mechanics (/12),Total 1 (%),Total 2 (Weighted %),Code,Sex,Age,Grade/Degree,Major,Acad. Genre,Prof. Test,Score,Vocab Size Test,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW,essay
PAK,PTJ,B1_1,JES,228,38,37,75,240,8,9,8,7,8,66.7,63.3,W_PAK_016,F,19,1.0,,,,,34,B1_1,5.67,4.33,10.0,1.34,3.5,3.75,2.5,4.33,2.0,3.0,3.5,3.0,3.0,1.0,6.0,5.0,5.0,"Part-time jobs are those small jobs which students at college level do alongside their studies. The students are bound to do these jobs because their parents are poor so they cannot afford to pay their children’s tuition fees. The student does jobs in various small places. However, their health is affected by doing part-time jobs. They cannot study seriously, and their results go down. Over time, as the burden of work increases, they become sick due to too much work. They cannot take leave for even one day in college so they miss classes and their salary drops, but they cannot rest; they have to go to college in the morning and job in the evening and after that they have to study. Students who only need to study have better results than the students with jobs. The government does nothing for these students and no NGO or any other institution is working on this project. The government should collect funds for these students who are facing many problems in society. The youth is in danger. If they cannot study seriously, they will not get good jobs in the future and participate in the development of their country. Pakistan, a country which is underdeveloped, is facing many problems, and students are facing these types of problems due to poverty. We should do something for it."
PAK,PTJ,B1_1,JES,248,43,35,78,268,9,8,8,7,7,65.0,63.8,W_PAK_020,F,21,2.0,,,,,33,B1_1,4.67,5.17,9.84,-0.5,2.0,1.25,2.25,1.67,1.89,2.5,1.5,1.5,1.5,1.0,1.0,2.0,4.0,"First, students should be able to focus on their studies, so that they can get a better position in society. However, there are some financial problems, due to which students are compelled to work to earn their expenses. In this way, they can neither study nor work. As parents are responsible for their children’s study expenses, they should provide their children with all facilities of life that they require at that age. But in our society, due to financial pressure, the students are compelled to do jobs. As a result, they fail and cannot achieve better results in their studies. Some of these students are very talented students. If they are provided with every facility necessary for them at that age, they can do well in this society, but if any student belongs to a family which is very poor, they have to work. There are some students that do not feel their job is a burden on them because they want to share the responsibility of their parents. Poverty is the main reason why college students do part-time jobs. No doubt, due to their jobs, their attention is divided and they cannot perform properly in their work but they can maintain their position in their class. Some students do jobs because they want to live independently. Some students do their jobs by choice. So, part-time jobs for college students are not too essential; however, there is no problem if they want to do them."
PAK,PTJ,B1_1,JES,218,71,55,126,236,9,8,7,6,7,61.7,60.4,W_PAK_022,F,19,2.0,Social Science,Social Sciences,,,34,B1_1,4.83,5.5,10.33,-0.67,1.0,3.0,5.13,3.89,3.56,4.25,4.5,3.25,4.25,1.0,6.0,6.0,5.0,"A part-time job is very important for fulfilling the requirements. It's also good for the practical life; students learn how to deal with the markets, how to work in the markets, and they get experiences under senior persons and achieve respect. It is good for students to get information. On the one hand, it has benefits such as experience, money and respect, but on the other hand, it has some problems that affect their studies. If students work late at night at their part-time job, it affects their health and their studies. They cannot concentrate fully on their studies. Sometimes the situation is so critical that the one who wants to study and setup his life has to start a part-time job to do so. There are many examples of students who want to study at colleges and universities. Their situation forced them to do a part-time job and even sometimes the money from only one part-time job does not fulfil the requirements, so they have to do two jobs at a time. One after the college or classes and another late at night. The advancements of technology mean that, on the one hand, the technology can be used for relaxation and advancements, but on the other hand, these advancements are too costly."
PAK,PTJ,B1_1,JES,226,40,26,66,224,9,9,8,8,9,71.7,67.9,W_PAK_027,F,20,2.0,,,,,34,B1_1,5.67,3.17,8.84,2.5,5.5,4.38,3.25,4.33,3.67,3.5,4.25,4.25,3.25,6.0,5.0,6.0,5.0,"It is said that students make the future of a nation. Students are the pillars of a good future of the nation. If they work hard and have a sense of responsibility, they can take their nation to the stars. But if students destroy their lives, it will destroy their family and the nation as well. The question arises about how students fail. Many reasons are put forward regarding this, but the actual problem that destroys both students and their families is wasted time. Time, which is considered to be the most precious of all, can destroy a man if it is wasted. How students kill time is of keen interest. Mostly, if we know the reasons, we can suggest some remedies. Part-time jobs cannot only provide a way to keep students engaged, but it is also a way by which students have a sense of responsibility. If students do a part-time job, they can not only help their parents but they can also use their time wisely. It would be a great benefit for them. In most countries, great emphasis is placed on the task of keeping students engaged and part-time jobs are one method of doing that. These part-time jobs can make students useful for society. The jobs make them individuals who participate in taking the nation in prosperous ways."
PAK,SMK,B1_1,JES,195,38,37,75,201,8,6,7,5,6,53.3,52.5,W_PAK_001,F,20,1.0,Education,Humanities,,,31,B1_1,5.5,5.5,11.0,0.0,5.5,3.13,5.63,4.89,4.11,4.5,4.5,3.75,4.75,5.0,5.0,2.0,5.0,"Smoking is a very bad thing which has become a bad habit in our society. It became common in our society, especially among younger people. Young boys tried it to be trendy, but it became their habit. When someone has this bad habit, he destroys himself, his family and his society. Because smoking kills the person slowly, they cannot do work properly. When someone has this habit, it causes them bad diseases. They became hopeless and homeless. So, this is a very harmful thing, which is a bad habit in our generation. Our country needs intelligent generations but if the generation is involved in these activities, they will destroy their country and their family. We should avoid this bad habit and request to our brothers to avoid it too because if this situation became common, we could not do it. People hate smoking and smokers. They do not like to talk with smokers. Smoking destroys the functions of the internal human body, so he dies. We should avoid it. We should tell our friends and relatives that this is a bad thing, so we can become well. God always keep us on the right path."
PAK,SMK,B1_1,JES,201,44,30,74,205,10,9,8,7,7,68.3,67.9,W_PAK_002,M,23,1.0,English,Humanities,,,32,B1_1,5.83,4.67,10.5,1.16,6.0,5.25,5.0,5.22,5.22,5.5,5.0,5.0,5.0,1.0,1.0,1.0,1.0,"The great dilemma of our age is that the numbers of smokers are increasing in our country. The person who is addicted to smoking cannot quit his habit. When he finds a place to smoke, he starts smoking. He is totally ignorant about the dangers of smoking for him and his fellow beings. A dangerous aspect of smoking is the use of smoking in hotels and near the food place. The smoke of the cigarette spoils the food items and when we eat, it causes many diseases. Smoking is not only harmful for the smoker but also for the citizens of the country. Smokers spread the dirty and poisonous smoke all around them. Vegetables, fruit and other food items have a natural capacity to absorb the dangerous gasses, which smokers spread in the atmosphere. It is our moral duty to keep our hotels, restaurants and other food shops safe from these smokers. It is the government’s responsibility to ban smoking and the use of tobacco in the country, especially in hotels and food places. By acting upon these principles, we can reduce the chance of many great diseases because it is the big cause of pollution, especially in food production."
PAK,SMK,B1_1,JES,192,48,36,84,228,5,5,4,4,4,36.7,35.8,W_PAK_004,F,20,,,,,,34,B1_1,5.0,4.5,9.5,0.5,4.5,5.13,4.13,5.0,4.22,4.75,4.75,4.5,4.5,4.0,5.0,4.0,3.0,"Smoking is a bad habit; it has bad effects on a person. Smoking is very dangerous for the health of a person. It destroys the lungs, stomach and the mind of a person. It destroys a person’s total health. There many kinds of smoking such as heroin and nicotine. A person first smokes when he is tense, then for relaxation and then he smokes daily. This bad habit evolves slowly in this person, and then this person smokes a lot. If he used heroine, it destroys his mind and he has a totally empty mind. He will sleep in every time but when time has passed, he will not sleep because his sleeping time passed while he was smoking, then he has a blank mind. Over time, his respiratory system will be damaged. He cannot breathe easily after smoking. His face becomes grey and his eyes become red. Then he becomes a lazy person. He cannot do any work. After all, he is suffering from different diseases that damage his health. There are many smokers in the total population. The strength of the smoker is 70%, so smoking is very dangerous."
PAK,SMK,B1_1,JES,232,23,27,50,248,9,9,9,9,9,75.0,71.3,W_PAK_008,F,20,,,,,,33,B1_1,3.5,6.0,9.5,-2.5,3.5,2.5,2.38,3.11,2.0,2.25,2.5,2.5,2.5,1.0,5.0,5.0,5.0,"Smoking is the most common activity that has been adopted by our youth and adults. It causes serious damage to the brain, lungs and many other body parts. Once a person is addicted to it, it is very difficult for him to shake it off. Although this should be banned everywhere, it should be strictly prohibited in public places, especially in restaurants. Restaurants are the most common public places. There is no fresh air in restaurants to carry away the smoke of the cigarettes and other things that smokers usually smoke. Everyone has an idea of the damage that is caused by smoking, but still a great majority of people have become victims of smoking and have spoiled their lives. The smoke pollutes the atmosphere with its various ingredients like nicotine and tar. Research has proved that smoking causes lung cancer not only in the smokers itself but also the people by whom he is surrounded because smoke makes its way through the nostrils into the lungs of those people. Therefore, when a person smokes in a restaurant, he not only harms himself but also others around him, then he pollutes the atmosphere and the food. This kind of food is no less than poison. Therefore, it is the responsibility of the administration of the restaurant and each and every one of us to do our best to stop this rising destruction."
PAK,SMK,B1_1,JES,189,33,39,72,220,8,8,7,7,8,63.3,60.0,W_PAK_009,F,18,,Arts,Humanities,,,35,B1_1,4.33,4.0,8.33,0.33,4.5,4.5,4.63,4.67,4.44,5.0,5.0,3.75,4.5,1.0,1.0,1.0,1.0,"Smoking is what people do to breathe in tobacco smoke. For this purpose, people smoke in different ways such as cigarettes or cigars. The upper or middle-class people smoke cigarettes or cigars, while the lower class people smoke hubble bubble or hookah. But whether it is cigarettes, cigars or hookah, they all have the same purpose. Some people who enjoy smoking to be trendy have no particular liking or disliking for smoking. They only do it to look cool – the so-called fashion and modernism. However, some people or rather most of the people who smoke do so because they are addicted. Actually, daily life has become too tough and almost every man and woman is worried and tense. To release the tension, people start smoking. They smoke as a way to release the tension. But while releasing the tension, they are further increasing their problems and troubles. The health problems that are caused by smoking are very dangerous and problematic. Smoking badly effects people’s lungs and causes cancer of the lungs and mouth. Moreover, it produces asthma and many other diseases related to the respiratory system."
PAK,SMK,B1_1,JES,302,29,36,65,316,11,10,9,8,9,78.3,76.3,W_PAK_014,F,20,2.0,Social Science,Social Sciences,,,32,B1_1,5.5,5.67,11.17,-0.17,4.0,4.25,4.38,4.67,3.89,4.75,4.25,4.0,4.25,2.0,6.0,5.0,4.0,"I agree with the topic of this essay that smoking should be banned at all restaurants. Most of us have experienced when people start smoking in restaurants. Since smoking causes many bad effects in our society, it must be banned in restaurants and similar places. Smoking can affect the health of women and children, and smokers lower the living standards of our society and pollute the environment. Women and children have a weaker immune system than men, and it is scientifically proven that smoking is much more harmful for the people who inhale the second-hand smoke than the smoker. The people who breathe the smoke may get lung cancer, blood cancer, have a heart attack or have some respiratory problems for a long time. Smokers also become weaker and are more susceptible to these diseases. Moreover, the upcoming generation who see adults smoking may imitate them. Some of them think that it is the sign of becoming mature, which makes them start smoking earlier to satisfy the feeling of being an adult. Their health must get worse gradually even though they are the bright future of their nation. Therefore, the efficiency and productivity in many fields decreases, which leads to a poorer society with the lack of high standard products and facilities for a comfortable life. In addition, the medicine and treatment fees for people who fall prey to smoking are so large that it takes a large sum of money from the government that could otherwise have been used for purposes such as supporting education, increasing their export business and decreasing the rate of poverty. In conclusion, I think that smoking should be banned in all restaurants, public places, colleges, offices and even on the roads because it will save more people from having lung cancer and save the environment."
PAK,SMK,B1_1,JES,238,32,30,62,243,8,8,7,7,8,63.3,60.0,W_PAK_016,F,19,1.0,,,,,34,B1_1,5.67,4.33,10.0,1.34,3.5,3.75,2.5,4.33,2.0,3.0,3.5,3.0,3.0,1.0,6.0,5.0,5.0,"Smoking is a bad habit. It is a form of drug like heroin, but it is not a pure form of drug. People first smoke it for fun with friends but it becomes a habit. The addiction to smoking becomes a part of them. The smoke which is emitted from a cigarette is very dangerous for our health. The smoker is affected directly because he takes the smoke in but the people living with him are also affected indirectly. The smoke which he emits from his mouth and from the cigarette is very dangerous for other people also. There are some abnormalities in the children of those smokers which are not observed at a younger age but can be observed when they grow older. When the smokers go to any restaurant and start smoking, the other people who are not use to this smell feel annoyed. Some people are allergic to the smell. The smell becomes part of the food. Some people feel nauseous because of the smell. So, smoking should be banned in restaurants. The advertisements should be banned, and cigarettes should be banned in shops. The younger generation is spoiled by the bad habit of smoking. It's after effects are miserable. There are many institutions who are working to stop it. We should help the people who are addicted to smoking because smoking causes skin cancer, lung cancer, TB, heart diseases. PREVENTION IS BETTER THAN CURE."
PAK,SMK,B1_1,JES,227,36,28,64,234,9,8,7,7,8,65.0,62.5,W_PAK_020,F,21,2.0,,,,,33,B1_1,4.67,5.17,9.84,-0.5,2.0,1.25,2.25,1.67,1.89,2.5,1.5,1.5,1.5,1.0,1.0,2.0,4.0,"Smoking is a very bad habit. As a result of which, the environment is polluted badly. It should be banned everywhere. Restaurants are public places, where people come to eat and refresh themselves. At these places, if smokers come and start smoking, the other people who are eating there are disturbed. Smoke is not only harmful for the smoker but also for other people living around him. This smoke contains toxic substances like nicotine which is bad for human health. It causes also lung disease or respiratory disease. It should be stressed by the administration of the restaurants that it is also place of public gathering where people come to eat, so the environment of such places should be healthy, so that people feel relaxed there. But if the surrounding environment of the eating place is filled with smoke, the particles present in the smoke cause different diseases by directly entering the body and they spread in the food. When people relax in that polluted environment, the air entering their lungs has a bad effect. Smoking is a very serious problem of our society. It should be banned everywhere but particularly in places like restaurants where people come to eat. It should be banned in society because smoking has a bad effect not only on the smokers but also on the people living in their surrounding environment."
PAK,SMK,B1_1,JES,212,65,56,121,248,8,8,6,6,6,56.7,55.8,W_PAK_022,F,19,2.0,Social Science,Social Sciences,,,34,B1_1,4.83,5.5,10.33,-0.67,1.0,3.0,5.13,3.89,3.56,4.25,4.5,3.25,4.25,1.0,6.0,6.0,5.0,"First of all, smoking is bad for your health. It causes many problems like chest infection, TB and other dangerous diseases. But despite knowing all the effects of smoking on health, many people smoke. These days, people come to restaurants to eat special food. But some people smoke everywhere, even in restaurants. Smoking causes many problems. In restaurants, smoking pollutes the food and causes stomach infections. In foreign countries, some middle- and high-level restaurants have banned smoking. Smoking contains nicotine, which makes the food dirty. A person who smokes not only decreases their lifetime but also impacts other people. If someone asks why you smoke, smokers often reply that they smoke to release tension but they know it is not good for their health, especially in restaurants because it poisons the food. Now it's our duty to save our country from the pollution and effects of smoking. Smoking should also be banned in pubs, where people also come to enjoy eating and drinking. Nicotine is a drug and its effect on the human body is very harmful and causes death. So, please stop smoking and tell people about the harmful effects. It should be banned in restaurants and a no smoking sign should be stuck on the wall of all restaurants."
PAK,SMK,B1_1,JES,201,38,24,62,197,8,8,7,7,8,63.3,60.0,W_PAK_027,F,20,2.0,,,,,34,B1_1,5.67,3.17,8.84,2.5,5.5,4.38,3.25,4.33,3.67,3.5,4.25,4.25,3.25,6.0,5.0,6.0,5.0,"Components creating problems are a source of hindrance; smoking is the same. It is a way of spoiling and wasting your youth. Though many efforts have been made to stop it, it is increasing rapidly. It has taken over the whole world. It is always adopted rapidly. Nowadays, a new problem of smoking has appeared. It is smoking in restaurants. Restaurants are considered to be relaxing places. Smoking there is very immoral and against the law. It not only creates an unhealthy atmosphere but also disturbs others. Smoking in restaurants is a situation which creates disturbance and hatred among the public. We should consider that anything natural must not be destroyed. Restaurants are favourable to human nature. They must not be spoiled. Moreover, steps should be taken at the individual and public levels to stop this problem. The government should make the rules and regulations concerning this problem. It is an important issue for people’s health and peace of mind. No one should be allowed to smoke in a restaurant. It is our obligation to consider the rights of others and give importance to them. As human beings, we must consider others and should not do anything which disturbs others."
PHL,PTJ,B1_1,HAC,209,43,40,83,208,6,7,7,7,6,55.0,52.5,W_PHL_011,F,17,3.0,English,Humanities,,,32,B1_1,5.5,5.5,11.0,0.0,4.5,4.25,4.5,4.67,4.11,4.75,4.75,4.25,3.75,5.0,4.0,4.0,4.0,"I think it depends on the situation. As a student, it's hard for me to have a part-time job because I cannot concentrate on my studies. When you have a part-time job you should know how to balance your time and have good time management. A part-time job is important because you have benefits like you can help your family, and if you have a project you can buy resources without regrets or concerns about where you can get the money. You can also gain new experiences and knowledge by working, and find opportunities for a range of careers. Moreover, you can transform what you've learned in class into practice, and learn how to cooperate with others and deal with different challenges. The best thing that a part-time job does is enable you to help your family in terms of money. Yet, a bad thing about having a part-time job is that you don't have much time to go out with your loved ones. A part-time job is good if you have good time management and can manage it well, but if you can't, it is important to try to manage your time properly to be able to have a part-time job."
PHL,PTJ,B1_1,HAC,283,50,49,99,214,10,9,11,10,9,81.7,78.8,W_PHL_013,M,17,2.0,Accountancy,Social Sciences,,,35,B1_1,4.5,4.5,9.0,0.0,4.0,3.75,3.75,4.0,3.56,4.0,4.0,3.5,3.5,4.0,4.0,4.0,4.0,"Having a part-time job as a college student is important because it serves as training for us, even though we need to balance study and work. I think that being college students, if we want to buy something we really want, we should earn money for ourselves rather than using our parents’ money. By using our own money, we will not feel guilty anymore. If we have a part-time job, we will gain work experience and have the chance to adapt to the different relationships between classmates and colleagues earlier than the people who do not have part-time jobs. Work experience can help us, as college students, to find the ideal job more easily in the future. Moreover, we can also learn how to deal with the problems that may occur in our future working lives. As college students, we can also expand our interpersonal relationships by having a part-time job. In recent years, interpersonal relationships have become the most important factor in our work environment. If we have a good relationship with our colleagues and friends, when we have problems or want other people to help us, they will try their best to help us. I read an article which said that without friends, we cannot do anything perfectly. I have the same belief that interpersonal relationships are very important in our daily lives. Many people will think that having a part-time job may affect our studies, but I really think that having a part-time job as college students can help us in the future to become much better, whether in relation to our attitude toward money, in gaining work experience, or in our interpersonal relationships."
PHL,PTJ,B1_1,HAC,297,56,59,115,234,7,7,8,8,7,61.7,58.8,W_PHL_051,F,18,2.0,Accountancy,Social Sciences,,,35,B1_1,5.5,5.67,11.17,-0.17,2.0,2.5,3.0,3.11,2.22,3.0,3.0,2.25,2.75,2.0,5.0,4.0,4.0,"A part-time job is a way of earning money, which is common for students who must be financially independent, those who want to be financially independent, and especially for those who are in need of money for their studies. There are many advantages that we can have from having a part-time job. We can gain new knowledge, skills, and experiences that we haven’t gotten before. These experiences could lead us to a challenging life. You will learn how to synchronize your activities, organize yourself, and manage your time between your job and studies. Nowadays, some companies choose people who have good job experience, rather than those who are inexperienced. It will be easier to adapt to your company when you have good experience. We can also connect some of the ideas we have from our work experience to our studies. Having good experience can lead you to success and provide good opportunities when you finish your education. Your work experience will create a strong impression on potential employers. Although it takes away time for leisure, the advantages that students gain are worth it. When you work hard in your job, the most immediate reward is the money that you earn. It feels good when you use the money that you earn from your job. You can help your parents with any financial problems when you pay for something, like utility expenses. Both you and your parents can appreciate the things that you have done while you are still a teenager when you are already working and helping your family with expenses. In conclusion, holding down a part-time job during college is important for many different reasons. You will make yourself more employable, learn personal and financial responsibility, and experience life outside the classroom."
PHL,PTJ,B1_1,HAC,259,34,25,59,259,10,11,11,11,12,91.7,85.0,W_PHL_052,F,17,2.0,Finance,Social Sciences,,,29,B1_1,6.0,6.0,12.0,0.0,5.0,4.13,5.0,4.67,4.56,4.75,4.5,4.5,4.5,5.0,6.0,5.0,4.0,"It is very important for college students to have a job while in college because it goes a long way to equip students with job experience while they are still in college. By the time a student graduates, he will stand a better chance of getting a job than other applicants who have little experience, if he has a job while in college. Part-time jobs also go a long way by helping students to gain practical knowledge of what they are being taught in school. When we have a part time job during college, it also equips us with new knowledge regarding professional ethics and codes of conduct at our work place, which is an experience that may come in handy later in life. A part-time job can help you pay for living expenses, including housing, food, books, gas, and clothes. As you will eventually have to pay off any school-related loans that you take out, it is best to take out as few as possible. Lastly, it is always good to have money. While money may not be the most important thing in life, it does buy things such as food, heat, and a roof. It buys things like college degrees (brains are needed for those too) but overall money is a pretty important thing to have, and I would definitely say that those without a job are lacking in money and responsibility. All college students should attempt to get a job while in college and they should earn their own money to support themselves."
PHL,PTJ,B1_1,HAC,193,37,34,71,233,6,6,7,8,8,58.3,53.3,W_PHL_053,F,17,2.0,Finance,Social Sciences,,,34,B1_1,5.33,4.83,10.16,0.5,3.5,2.38,5.25,3.89,3.67,4.25,3.5,4.0,3.5,5.0,5.0,5.0,5.0,"A part-time job is one way of earning money to gain extra income. People want to have a part-time job so that they can have a source of income when they need it or have something to buy. It is also a way of socializing with other people, for example through internet-networking jobs, which are not only jobs which enable you to have extra income, they also enable you to become popular with other people. Many students work part-time jobs to supply themselves with additional funds. As a student, I will say that it is important to have a part-time job because at a young age I could help my mom financially and have my own source of income. If there is something I want to buy, I can easily buy it. It also helps me to buy things for school, for projects, assignments, and paying tuition fees. For me, it is also a way of socializing with other people, I meet different people and they become my friends. Last, it is important because it can train me to be confident, comfortable, and well prepared for the future."
PHL,PTJ,B1_1,HAC,219,39,35,74,238,5,5,6,6,5,45.0,42.9,W_PHL_085,F,17,2.0,Finance,Social Sciences,,,34,B1_1,4.5,4.67,9.17,-0.17,3.0,2.75,3.0,3.56,2.22,3.25,3.25,2.5,2.5,2.0,4.0,3.0,3.0,"Yes it is. A part-time job is not only for students who have financial problems, but also for students who want to have their own money for their needs or to gain experience. As students, by having a part-time job, we will understand that our parents are working hard for us to finish our studies, and we will realize that we need to study hard because working is harder than we imagined. A part-time job will also help us to be responsible and confident in our selves. We can also improve our communication skills, be flexible, and learn how to balance our time with the help of a part-time job. Jobs can make our lives more interesting. They can help us to train ourselves to earn money and understand that it is not an easy thing to do. We can also learn that we should spend our money carefully. Further, a part-time job can help us to understand our parents’ hard work, and to realize that working is hard, so that we should study hard and do our part as a student and daughter/son. Many people think that having a part-time job may affect their studies, but I really think that having a part-time job can help to improve our future."
PHL,PTJ,B1_1,HAC,195,48,47,95,205,8,7,7,7,8,61.7,58.3,W_PHL_113,F,18,3.0,Preschool Education,Humanities,,,28,B1_1,5.83,4.83,10.66,1.0,3.5,4.25,4.13,4.33,3.89,4.5,4.0,4.0,4.25,0.0,0.0,0.0,0.0,"Yes, it is important for college students to have a part-time job because they will learn how to manage their time in their studies and work. A part-time job really provides a lot of help to parents who give us the money to pay our tuition fees and monthly allowance. If you have to work, you will learn the importance of money, and some students will be able to use their own savings for their everyday expenses. You will able to distinguish if you really need to buy something or not, and be able to restrain yourself from buying things which are not important because you will know that they are just a waste of your money and time. For example, if your professor gives you a thesis writing task, you will be able to print the pages you need in hardcopy. Rather than asking your parents, you can instead use your own money for the project to accomplish the task that the professor has given to you. You will also take responsibility for being both a student and employee. We all know that a part-time job is not an easy task."
PHL,PTJ,B1_1,HAC,218,53,36,89,214,9,9,8,8,5,65.0,66.3,W_PHL_114,M,19,1.0,Finance,Social Sciences,,,32,B1_1,5.5,4.67,10.17,0.83,3.0,3.75,4.38,3.89,4.0,4.5,4.0,3.75,4.0,3.0,4.0,4.0,4.0,"For me, it is up to the student if he/she wants to have a part-time job, as long as his/her priority is studying and learning. A part-time job can help you to finish your studies without the help of your parents, and it can also help you to become more responsible in balancing your time between your studies and job. This will also help you to build your priorities in life and focus on your goals. Yet, some of my friends have stopped studying and started to work as full-time employees, because they have enjoyed the not-so-high salary they received every month. They just kept saying, “What is the purpose of studying if I already earn money for myself”. They say these words without realizing that an education is one of the requirements for having a good job and maybe to be promoted if your part-time job is related to your course. The point is, you should be flexible, open-minded, and focus on what your main goal in life is so that your chances of achieving it are very high. Lastly, I think the most important thing is your inspiration, like a family member, friend, or special someone, or your dreams that motivate you to continue achieving your goal."
PHL,PTJ,B1_1,HAC,279,69,69,138,301,6,6,8,5,5,50.0,48.8,W_PHL_123,F,18,2.0,English,Humanities,,,34,B1_1,5.33,5.33,10.66,0.0,5.0,5.0,5.63,5.67,4.89,5.5,5.5,5.25,5.0,5.0,6.0,6.0,5.0,"Nowadays, many things have changed. There are things which fade, but new things emerge. New high-tech gadget are continuously being invented and released in our society. There are many good things that have changed society, but some have been harmful. The never-ending graft and corruption problem and the economic crisis have led to the suffering of innocent people: families, children, and even students. Let's take a look at students, due to poverty, some go to school and some do not. It is important for college students to have a part-time job, not only to help themselves, but also to help their parents who work hard. Maybe some college students don't want a part-time job, thinking that it would be hard for them to have a job and at the same time go to school. Yet, as a college student, it would be better if the majority of students try to have a part-time job. First, it could help financially. Second, you'll be able to help your parents by providing for your needs if they can't. Lastly, you will become a good role model for students as they can  recognize that you are a responsible person. Having a part-time job is not a disgrace, and it is not a reason to put down a student. For me, a part-time job should not only be for students who do not have much money, but also for students who do have money as it can teach them that money is not just a  thing, and make them realize that they should be responsible, study hard, and be wise by spending their money in useful ways."
PHL,PTJ,B1_1,HAC,229,35,31,66,209,6,6,7,6,6,51.7,49.2,W_PHL_148,F,17,,Finance,Social Sciences,,,33,B1_1,5.33,5.83,11.16,-0.5,2.0,3.5,3.5,3.78,2.89,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,"As a college student, I think having a job or part-time job is difficult while you are studying. If you have a job at the same time as you are studying, it's like cutting your body in half, meaning you have to split your attention in two and focus on work, tasks, and other things. Being a working student, your time is reduced, and you lose your focus on some things. I don’t think that there shouldn’t be working students, I only think that having to work at the same time as studying is difficult, so I salute working students. There are a disadvantages and advantages to being a working student. One disadvantage, as I said earlier, is that your time is reduced. One advantage is that you can help yourself in terms of studying at the same time as helping your family. Being a working student is so challenging because you need to balance your time. It is a matter of time management and discipline and of multiplying your time rather than dividing it. For me, if you are a working student you should try to enjoy everything because every moment is a remarkable learning experience. Through such experiences, you can not only hear from others the way working students are, but to be actually listening and being with each other in our daily work."
PHL,SMK,B1_1,HAC,225,42,38,80,203,8,8,9,9,9,71.7,67.1,W_PHL_011,F,17,3.0,English,Humanities,,,32,B1_1,5.5,5.5,11.0,0.0,4.5,4.25,4.5,4.67,4.11,4.75,4.75,4.25,3.75,5.0,4.0,4.0,4.0,"Smoking should be completely banned in all restaurants in the country so that it will lessen the number of places that people can smoke in. This is because smoking is a bad habit that is widespread among teenagers. Cigarettes contain dangerous items which destroy the human brain and lungs. Smoking causes different diseases, such as cancer, in different areas of the human body. Based on what I have heard, the reason teenagers smoke is that they believe that through smoking they can show people that they are adults and can do whatever they want. Smoking is very bad for your health and causes a lot of pollution in the environment. Even if you don’t smoke, you can also get some of the same diseases that smokers get by simply smelling cigarette smoke. There are a lot of disadvantages when you're smoking, including that it wastes your money and causes diseases like lung cancer and other health problems, and if you are smoking it will also lead to addiction. Smoking is very bad in that it can lead death if you do not stop. I hope that our government will pass a law that people who smoke will be imprisoned, even just for a month, so that they will be afraid to smoke. Smoking should be completely banned in all places here in the Philippines."
PHL,SMK,B1_1,HAC,283,50,41,91,212,10,10,10,10,9,81.7,78.8,W_PHL_013,M,17,2.0,Accountancy,Social Sciences,,,35,B1_1,4.5,4.5,9.0,0.0,4.0,3.75,3.75,4.0,3.56,4.0,4.0,3.5,3.5,4.0,4.0,4.0,4.0,"It is a well-known fact that millions of people die every year from lung cancer as a result of smoking. Thus, many countries prohibit smoking in public places. However, some people think it disturbs their individual freedom and choices. To my mind, smoking in public places, especially in restaurants and cafes, must be banned. Restaurants are for eating, not smoking. People who do not smoke suffer from the fumes and smell. Scientists are sure that passive smoking is equally harmful to our health. Smoking affects our health; for example, when a pregnant woman smokes, she should understand that her unborn baby in the womb is smoking also, and his or her life could be at risk. Every year more and more babies are born ill or even dead because of their mother’s bad habit. Undoubtedly, there are many children and young people in different cafes and public places, and they should not have to see adults smoking because they will learn bad habits from them. On the other hand, we live in a democratic world, and everyone has the right to do want s/he wants; this is freedom. In fact, everyone must respect other people's feelings and we must cooperate with each other. In conclusion, I want to say that banning smoking is a necessary measure for the health of the nation. In my opinion, we must prohibit the advertisement of tobacco in mass media, and parents should explain the damage that tobacco can cause to their children. We are all responsible for future generations. Countries that have already forbidden smoking in public places had taken a big step forward compared to the countries that have not done it yet."
