Code,Country,PTJ1 (wds),PTJ2 (wds),SMK1 (wds),SMK2 (wds),Self Ev,Sex,Age,Grade/Degree,Yrs of Stay (< Yrs),ENS Type,Major/ Occupation,Acad. Genre,Test,Score,VST,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW
W_SIN_075,SIN,280,N/A,235,N/A,N/A,F,23,2,N/A,N/A,Finance,Social Sciences,O Level (Eng Lang),A1,45,B1_2,4.83,5.67,10.5,-0.84,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_076,SIN,301,N/A,286,N/A,N/A,F,19,1,N/A,N/A,Law,Social Sciences,A Level (General Paper),A,46,B1_2,4.17,3.33,7.5,0.84,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_077,SIN,225,N/A,216,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),D,48,B2_0,4,5.17,9.17,-1.17,5,5.38,5.25,6,4.56,5.5,5.75,5,5,5,3,4,5
W_SIN_078,SIN,220,N/A,205,N/A,N/A,M,22,2,N/A,N/A,Engineering,Sciences & Technology,A Level (General Paper),C,48,B2_0,4.67,4.83,9.5,-0.16,6,4.75,4.38,5,4.44,4.75,4.25,4.75,4.5,4,3,4,5
W_SIN_079,SIN,208,N/A,271,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,45,B1_2,6,6,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_080,SIN,236,N/A,272,N/A,N/A,M,18,2,N/A,N/A,Business,Social Sciences,O Level (Eng Lang),B,41,B1_2,5.33,5.83,11.16,-0.5,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_081,SIN,207,N/A,201,N/A,N/A,F,19,1,N/A,N/A,Law,Social Sciences,A Level (General Paper),A,44,B1_2,4.33,4.83,9.16,-0.5,4.5,4.38,5.38,5.44,4.22,5,5.25,4.25,5,5,3,5,5
W_SIN_082,SIN,287,N/A,211,N/A,N/A,F,22,4,N/A,N/A,Economics,Social Sciences,A Level (General Paper),B,46,B1_2,2.5,1.67,4.17,0.83,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_083,SIN,243,N/A,225,N/A,N/A,M,18,2,N/A,N/A,Bio Engineering,Sciences & Technology,O Level (Eng Lang),C6,46,B1_2,5,5,10,0,6,6,6,6,6,6,6,6,6,2,4,5,5
W_SIN_084,SIN,211,N/A,283,N/A,N/A,F,19,1,N/A,N/A,Business,Social Sciences,A Level (General Paper),A,45,B1_2,2,4.5,6.5,-2.5,6,6,6,6,6,6,6,6,6,5,4,3,6
W_SIN_085,SIN,307,N/A,302,N/A,N/A,F,20,2,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),A,47,B2_0,5,4.67,9.67,0.33,4,4.75,4.63,5,4.22,4,5.25,4.5,5,5,6,6,5
W_SIN_086,SIN,278,N/A,293,N/A,N/A,F,19,1,N/A,N/A,Psychology,Humanities,A Level (General Paper),B,46,B1_2,4,5.17,9.17,-1.17,4.5,5.25,5.5,5.78,4.78,5.25,5.75,5,5.5,5,5,4,5
W_SIN_087,SIN,263,N/A,260,N/A,N/A,M,23,3,N/A,N/A,Accounting,Social Sciences,A Level (General Paper),B,47,B2_0,6,6,12,0,6,4,6,5.11,5.11,5,5,5,5,6,6,6,6
W_SIN_088,SIN,230,N/A,220,N/A,N/A,M,21,1,N/A,N/A,Computer,Sciences & Technology,A Level (General Paper),D,48,B2_0,4.5,4.5,9,0,4.5,5,5,5.22,4.67,5.5,5,4.5,5,4,5,5,5
W_SIN_089,SIN,293,N/A,216,N/A,N/A,M,21,1,N/A,N/A,Computer,Sciences & Technology,A Level (General Paper),B,47,B2_0,3.83,5,8.83,-1.17,6,6,6,6,6,6,6,6,6,1,1,6,6
W_SIN_090,SIN,212,N/A,235,N/A,N/A,F,21,3,N/A,N/A,Computer,Sciences & Technology,O Level (Eng Lang),A1,48,B2_0,6,6,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_091,SIN,281,N/A,278,N/A,N/A,M,24,4,N/A,N/A,Mechanical Engineering,Sciences & Technology,A Level (General Paper),A,45,B1_2,3.17,5.17,8.34,-2,2.5,3.88,3.88,4.78,2.67,3.5,5,3,4,1,5,5,6
W_SIN_092,SIN,272,N/A,230,N/A,N/A,F,20,2,N/A,N/A,Business,Social Sciences,A Level (General Paper),A,47,B2_0,5,5,10,0,5,4.5,5,5,4.56,5,4,6,4,2,2,5,5
W_SIN_093,SIN,292,N/A,232,N/A,N/A,F,21,3,N/A,N/A,Food Science,Sciences & Technology,A Level (General Paper),A,47,B2_0,5.33,3.83,9.16,1.5,6,6,5.75,5.89,5.89,6,6,5.5,6,2,5,5,5
W_SIN_094,SIN,288,N/A,274,N/A,N/A,F,22,4,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),A,47,B2_0,4.67,5.17,9.84,-0.5,6,5.88,5.75,6,5.67,6,5.75,6,5.5,6,6,6,6
W_SIN_095,SIN,212,N/A,254,N/A,N/A,M,17,1,N/A,N/A,Aerospacel Engineering,Sciences & Technology,O Level (Eng Lang),B3,40,B1_2,5.17,5,10.17,0.17,4.5,5.63,5.63,6,5,6,6,6,4.5,6,6,6,6
W_SIN_096,SIN,275,N/A,206,N/A,N/A,F,20,2,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,44,B1_2,4.83,5.33,10.16,-0.5,4.5,4.75,4.25,5.22,3.78,4.75,3.75,4,5.5,5,4,4,4
W_SIN_097,SIN,302,N/A,310,N/A,N/A,F,18,1,N/A,N/A,Business,Social Sciences,A Level (General Paper),A,46,B1_2,5.67,5,10.67,0.67,6,5.63,4.5,5.11,5.22,6,3.75,6,4.5,6,6,6,6
W_SIN_098,SIN,265,N/A,252,N/A,N/A,F,19,1,N/A,N/A,Social Work,Humanities,A Level (General Paper),A,41,B1_2,4.83,5.33,10.16,-0.5,2,4.63,5.75,5.33,4.33,5.5,5.25,4.75,5.25,4,2,4,4
W_SIN_099,SIN,210,N/A,203,N/A,N/A,M,23,3,N/A,N/A,Accounting,Social Sciences,A Level (General Paper),C,45,B1_2,3.17,4.17,7.34,-1,2.5,2.13,2,2.22,2,2,2,2,2.25,4,4,4,4
W_SIN_100,SIN,282,N/A,305,N/A,N/A,F,19,1,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),B,47,B2_0,4.67,4.17,8.84,0.5,6,6,6,6,6,6,6,6,6,2,5,5,5
W_SIN_101,SIN,217,N/A,216,N/A,N/A,F,20,2,N/A,N/A,Economics,Social Sciences,A Level (General Paper),E,44,B1_2,5.83,5.33,11.16,0.5,4,5,6,5.33,5.33,5.5,5.5,5.5,5.5,5,3,3,3
W_SIN_102,SIN,215,N/A,200,N/A,N/A,F,22,4,N/A,N/A,Business,Social Sciences,A Level (General Paper),A,47,B2_0,4,4.5,8.5,-0.5,4,5.13,5.25,5.56,4.56,5.5,5.5,5.5,4.25,5,5,5,4
W_SIN_103,SIN,236,N/A,255,N/A,N/A,M,22,2,N/A,N/A,Mechanical Engineering,Sciences & Technology,A Level (General Paper),A,46,B1_2,5.67,5.83,11.5,-0.16,6,6,6,6,6,6,6,6,6,4,6,6,6
W_SIN_104,SIN,207,N/A,221,N/A,N/A,M,24,3,N/A,N/A,Sociology,Humanities,O Level (Eng Lang),B4,47,B2_0,6,6,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_105,SIN,242,N/A,245,N/A,N/A,F,23,4,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),B,45,B1_2,6,4.83,10.83,1.17,4,4.5,4.63,5,4,4.25,5.25,3.75,5,5,4,2,4
W_SIN_106,SIN,240,N/A,233,N/A,N/A,F,22,4,N/A,N/A,Chemistry,Sciences & Technology,A Level (General Paper),A,48,B2_0,5.17,5.5,10.67,-0.33,6,6,6,6,6,6,6,6,6,2,4,4,4
W_SIN_107,SIN,268,N/A,269,N/A,N/A,F,19,1,N/A,N/A,Life Science,Life Sciences,O Level (Eng Lang),A1,45,B1_2,5,4.5,9.5,0.5,6,6,6,6,6,6,6,6,6,0,0,0,0
W_SIN_108,SIN,239,N/A,320,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,46,B1_2,5.17,4.17,9.34,1,2,5.25,4.75,5.22,4.11,5.25,5,5.5,4.25,5,5,5,5
W_SIN_109,SIN,233,N/A,216,N/A,N/A,F,21,2,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,45,B1_2,5.33,5.83,11.16,-0.5,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_110,SIN,214,N/A,252,N/A,N/A,M,23,3,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),D,45,B1_2,4.17,5,9.17,-0.83,4,4.38,5.38,5.33,4.22,5,5,4.75,4.75,6,4,4,5
W_SIN_111,SIN,301,N/A,264,N/A,N/A,M,23,3,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),B,46,B1_2,4.67,3.67,8.34,1,6,6,6,6,6,6,6,6,6,5,5,6,6
W_SIN_112,SIN,304,N/A,249,N/A,N/A,M,22,2,N/A,N/A,Sociology,Humanities,O Level (Eng Lang),A1,47,B2_0,6,6,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_113,SIN,301,N/A,230,N/A,N/A,F,19,1,N/A,N/A,Sociology,Humanities,A Level (General Paper),A,42,B1_2,5,4,9,1,5,5,5,5,5,5,5,5,5,3,4,5,5
W_SIN_114,SIN,222,N/A,218,N/A,N/A,M,21,1,N/A,N/A,Law,Social Sciences,A Level (General Paper),B,46,B1_2,5.17,4.67,9.84,0.5,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_115,SIN,222,N/A,224,N/A,N/A,F,21,2,N/A,N/A,Business,Social Sciences,O Level (Eng Lang),B4,42,B1_2,4.33,4.17,8.5,0.16,3,4.25,5.38,5.22,4,5,5,4.5,4.75,5,5,5,5
W_SIN_116,SIN,257,N/A,241,N/A,N/A,M,25,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),D,47,B2_0,6,5.83,11.83,0.17,6,6,6,6,6,6,6,6,6,1,5,6,6
W_SIN_117,SIN,209,N/A,240,N/A,N/A,F,22,4,N/A,N/A,Social Work,Humanities,A Level (General Paper),A,46,B1_2,4.83,4.17,9,0.66,5.5,5.88,5.25,5.67,5.44,5.5,5.75,5.5,5.5,5,3,4,5
W_SIN_118,SIN,262,N/A,216,N/A,N/A,F,21,3,N/A,N/A,Sociology,Humanities,A Level (General Paper),B,47,B2_0,6,6,12,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_119,SIN,310,N/A,299,N/A,N/A,F,22,4,N/A,N/A,Business,Social Sciences,O Level (Eng Lang),A1,47,B2_0,5.17,2.83,8,2.34,5.5,6,6,6,5.89,6,6,6,6,6,6,5,5
W_SIN_120,SIN,297,N/A,283,N/A,N/A,M,23,3,N/A,N/A,Chemical Engineering,Sciences & Technology,A Level (General Paper),C,46,B1_2,4.33,4,8.33,0.33,5.5,5.63,5.88,6,5.44,5.5,6,5.5,6,4,2,6,6
W_SIN_121,SIN,225,N/A,232,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,46,B1_2,4.83,5.83,10.66,-1,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_122,SIN,270,N/A,281,N/A,N/A,M,21,1,N/A,N/A,Economics,Social Sciences,O Level (Eng Lang),A2,47,B2_0,2.33,5.5,7.83,-3.17,2.5,4.38,5.5,5.33,4,4.25,5.75,4.25,5.5,1,3,3,5
W_SIN_123,SIN,278,N/A,223,N/A,N/A,F,20,2,N/A,N/A,Environmental Engineering,Sciences & Technology,A Level (General Paper),B,47,B2_0,4.67,5.5,10.17,-0.83,6,6,6,6,6,6,6,6,6,5,6,5,5
W_SIN_124,SIN,211,N/A,225,N/A,N/A,F,23,4,N/A,N/A,Real Estate,Social Sciences,A Level (General Paper),B,45,B1_2,4.5,5.33,9.83,-0.83,4.5,5.63,5.88,5.67,5.56,5.25,5.75,6,6,5,5,5,5
W_SIN_125,SIN,270,N/A,236,N/A,N/A,F,19,2,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),B,47,B2_0,4,4.83,8.83,-0.83,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_126,SIN,214,N/A,230,N/A,N/A,M,20,3,N/A,N/A,Marketing,Social Sciences,O Level (Eng Lang),B3,41,B1_2,3.5,2.83,6.33,0.67,2,4.25,4.5,4.67,3.56,4.75,4.75,4.5,3.5,2,5,5,5
W_SIN_127,SIN,206,N/A,213,N/A,N/A,m,18,2,N/A,N/A,Mechanical Engineering,Sciences & Technology,A Level (General Paper),A,43,B1_2,5.17,5.33,10.5,-0.16,4,4.25,4.75,4.78,4.11,4.5,4.25,4.25,5,5,4,5,5
W_SIN_128,SIN,203,N/A,291,N/A,N/A,M,21,1,N/A,N/A,Mechanical Engineering,Sciences & Technology,A Level (General Paper),D,47,B2_0,3.83,5.33,9.16,-1.5,5,5,5,5,5,5,5,5,5,4,5,5,5
W_SIN_129,SIN,231,N/A,226,N/A,N/A,F,21,3,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),B,46,B1_2,4.67,4.83,9.5,-0.16,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_130,SIN,270,N/A,299,N/A,N/A,M,22,1,N/A,N/A,Real Estate,Social Sciences,A Level (General Paper),B,47,B2_0,5.17,3,8.17,2.17,6,5.38,5.63,5.56,5.56,5.5,5.25,5.5,5.75,5,5,5,5
W_SIN_131,SIN,205,N/A,213,N/A,N/A,F,21,3,N/A,N/A,Science,Sciences & Technology,O Level (Eng Lang),B3,41,B1_2,5.33,4.83,10.16,0.5,2.5,3.13,3.75,3.67,3,3.75,3.5,3.25,3.25,3,3,4,4
W_SIN_132,SIN,239,N/A,240,N/A,N/A,F,22,4,N/A,N/A,Bio Engineering,Sciences & Technology,A Level (General Paper),B,47,B2_0,5.83,3.17,9,2.66,4,5.5,5.38,5.89,4.67,5.5,5.5,5.5,5.25,3,2,3,5
W_SIN_133,SIN,220,N/A,221,N/A,N/A,F,20,2,N/A,N/A,Chemistry,Sciences & Technology,A Level (General Paper),B,46,B1_2,4.83,5,9.83,-0.17,3,3.5,5,4.44,3.78,4.25,4.25,4.25,4.25,6,5,5,5
W_SIN_134,SIN,303,N/A,269,N/A,N/A,M,24,4,N/A,N/A,Political Science,Social Sciences,O Level (Eng Lang),B3,46,B1_2,5.83,5.5,11.33,0.33,6,6,6,6,6,6,6,6,6,1,2,2,5
W_SIN_135,SIN,253,N/A,211,N/A,N/A,F,20,2,N/A,N/A,Statistics,Sciences & Technology,A Level (General Paper),B,46,B1_2,4.17,4.83,9,-0.66,5,4.38,4.5,4.89,4.11,4.75,5,4.5,3.5,yes,yes,yes,yes
W_SIN_136,SIN,318,N/A,318,N/A,N/A,M,22,2,N/A,N/A,Math,Sciences & Technology,A Level (General Paper),B,44,B1_2,3,4.17,7.17,-1.17,3,3.75,5.13,4.89,3.67,5.25,3.75,4.5,4.25,2,3,5,5
W_SIN_137,SIN,265,N/A,272,N/A,N/A,F,20,2,N/A,N/A,Environmental Studies,Sciences & Technology,A Level (General Paper),B,48,B2_0,4.5,4.33,8.83,0.17,4,4.13,4.75,5,3.78,4.75,4.5,4.25,4.25,3,6,6,6
W_SIN_138,SIN,276,N/A,215,N/A,N/A,F,22,3,N/A,N/A,Nursing,Life Sciences,A Level (General Paper),E,46,B1_2,3.17,5.67,8.84,-2.5,5,4.88,5.63,5.56,4.89,5.25,6,4.25,5.5,4,3,1,6
W_SIN_139,SIN,276,N/A,246,N/A,N/A,M,21,1,N/A,N/A,Life Science,Life Sciences,O Level (Eng Lang),C5,47,B2_0,5.17,5,10.17,0.17,6,6,6,6,6,6,6,6,6,3,4,5,5
W_SIN_140,SIN,247,N/A,273,N/A,N/A,M,24,3,N/A,N/A,Environmental Engineering,Sciences & Technology,O Level (Eng Lang),B3,38,B1_2,2.5,4.17,6.67,-1.67,1.5,3.75,2.88,3.33,2.89,3.5,4.5,2.75,2.5,3,5,3,2
W_SIN_141,SIN,305,N/A,229,N/A,N/A,M,21,1,N/A,N/A,Engineering,Sciences & Technology,A Level (General Paper),A,48,B2_0,5.17,2,7.17,3.17,2.5,3.38,6,4.22,4.67,4.5,5,4.25,5,6,3,4,4
W_SIN_142,SIN,229,N/A,257,N/A,N/A,M,22,1,N/A,N/A,Japanese Studies,Sciences & Technology,O Level (Eng Lang),A2,45,B1_2,4.83,4.17,9,0.66,5,5,4.5,5.44,4.11,4.75,4.75,4.75,4.75,2,5,5,5
W_SIN_143,SIN,218,N/A,221,N/A,N/A,F,21,3,N/A,N/A,Arts & Social Sciences,Humanities,A Level (General Paper),C,44,B1_2,5.5,5.67,11.17,-0.17,4,4.13,5.88,5,4.78,5.25,5,4.75,5,6,6,6,6
W_SIN_144,SIN,222,N/A,210,N/A,N/A,F,19,3,N/A,N/A,Tourism,Social Sciences,O Level (Eng Lang),B4,42,B1_2,6,6,12,0,5.5,5.5,5.5,5.78,5.22,5.5,6,5,5.5,3,6,6,6
W_SIN_145,SIN,297,N/A,302,N/A,N/A,F,20,2,N/A,N/A,Sociology,Humanities,A Level (General Paper),A,47,B2_0,5.33,4.67,10,0.66,5,5.13,5.63,5.44,5.22,5.25,5.75,5.25,5.25,2,5,5,6
W_SIN_146,SIN,272,N/A,253,N/A,N/A,F,20,2,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),A,40,B1_2,5.5,5.17,10.67,0.33,3.5,5.63,5.75,5.78,5.11,5.5,6,5.5,5.75,6,5,5,5
W_SIN_147,SIN,230,N/A,266,N/A,N/A,F,18,1,N/A,N/A,Sociology,Humanities,O Level (Eng Lang),B3,45,B1_2,6,5,11,1,5,5.25,5.38,5.56,5,5.25,6,4.5,5.5,4,2,3,3
W_SIN_148,SIN,250,N/A,210,N/A,N/A,F,19,1,N/A,N/A,Real Estate,Social Sciences,A Level (General Paper),C,47,B2_0,4.33,5,9.33,-0.67,6,5.13,4.88,5.22,5,5.25,4.75,5,5,4,5,5,5
W_SIN_149,SIN,307,N/A,259,N/A,N/A,F,21,3,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),A,47,B2_0,5.17,4.5,9.67,0.67,5,5,5,5,5,5,5,5,5,4,4,6,5
W_SIN_150,SIN,203,N/A,201,N/A,N/A,M,22,2,N/A,N/A,Engineering,Sciences & Technology,A Level (General Paper),C,45,B1_2,5,5,10,0,4,4.38,5.5,5.22,4.44,5,5,4.75,5,5,4,5,5
W_SIN_151,SIN,253,N/A,224,N/A,N/A,M,24,4,N/A,N/A,Psychology,Humanities,A Level (General Paper),A,47,B2_0,3.83,4.83,8.66,-1,6,5.75,6,5.89,5.89,5.75,6,6,5.75,2,2,4,5
W_SIN_152,SIN,214,N/A,255,N/A,N/A,M,21,1,N/A,N/A,Law,Social Sciences,A Level (General Paper),A,46,B1_2,5,4.5,9.5,0.5,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_153,SIN,213,N/A,228,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,43,B1_2,5,6,11,-1,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_154,SIN,239,N/A,227,N/A,N/A,F,19,1,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),B,48,B2_0,6,5,11,1,6,6,6,6,6,6,6,6,6,4,5,6,6
W_SIN_155,SIN,259,N/A,266,N/A,N/A,F,21,3,N/A,N/A,Social Work,Humanities,A Level (General Paper),A,46,B1_2,3.17,3.33,6.5,-0.16,5,5,6,5.44,5.44,5.5,5.5,5.5,5.5,4,5,4,4
W_SIN_156,SIN,208,N/A,205,N/A,N/A,M,21,1,N/A,N/A,Engineering,Sciences & Technology,A Level (General Paper),B,46,B1_2,5.5,5.33,10.83,0.17,4.5,5.5,6,5.56,5.67,5.75,6,5.75,5.5,6,4,5,5
W_SIN_157,SIN,245,N/A,277,N/A,N/A,F,19,1,N/A,N/A,Business,Social Sciences,A Level (General Paper),C,48,B2_0,0,0,0,0,0,0.75,6,2.67,3.33,3,3,3,4.5,1,6,6,6
W_SIN_158,SIN,203,N/A,210,N/A,N/A,F,20,2,N/A,N/A,Psychology,Humanities,A Level (General Paper),B,46,B1_2,5,5.17,10.17,-0.17,5,5,5.13,5.11,5,5.25,5,5,5,5,5,5,5
W_SIN_159,SIN,209,N/A,221,N/A,N/A,F,20,2,N/A,N/A,Economics,Social Sciences,O Level (Eng Lang),B3,45,B1_2,4.67,5.17,9.84,-0.5,3,5,6,5.22,5.22,5.5,5.5,5.5,5.5,6,4,5,4
W_SIN_160,SIN,203,N/A,247,N/A,N/A,M,23,3,N/A,N/A,Computer,Sciences & Technology,A Level (General Paper),C,42,B1_2,4.17,4.5,8.67,-0.33,2.5,4.63,5,4.89,4.22,5,4.5,4.75,5,5,4,5,5
W_SIN_161,SIN,277,N/A,302,N/A,N/A,F,19,1,N/A,N/A,Psychology,Humanities,A Level (General Paper),B,44,B1_2,4.17,5.33,9.5,-1.16,4.5,5,5,5,4.89,5,5,5,5,2,3,4,3
W_SIN_162,SIN,304,N/A,280,N/A,N/A,F,19,1,N/A,N/A,Math,Sciences & Technology,O Level (Eng Lang),C5,46,B1_2,4.17,5.33,9.5,-1.16,2,4.5,5.75,5.33,4.22,5.5,4.5,5,5.5,6,4,4,4
W_SIN_163,SIN,267,N/A,272,N/A,N/A,F,20,2,N/A,N/A,Sociology,Humanities,A Level (General Paper),A,45,B1_2,3.5,4.33,7.83,-0.83,2,4.38,4.63,4.33,4.11,4.25,5.25,4.5,4,2,2,3,5
W_SIN_164,SIN,220,N/A,201,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,47,B2_0,2.83,5.67,8.5,-2.84,6,5,5,5.33,4.89,6,4,6,4,6,5,6,6
W_SIN_165,SIN,267,N/A,228,N/A,N/A,F,22,4,N/A,N/A,Sociology,Humanities,A Level (General Paper),D,45,B1_2,4.33,6,10.33,-1.67,2.5,4.13,6,5.22,4.33,5.5,5.5,4.75,4.5,6,6,6,6
W_SIN_166,SIN,247,N/A,241,N/A,N/A,F,22,4,N/A,N/A,Psychology,Humanities,A Level (General Paper),A,47,B2_0,4.83,5.67,10.5,-0.84,4,4,4,5.33,2.67,3.75,5.75,2.5,4,3,3,2,6
W_SIN_167,SIN,302,N/A,274,N/A,N/A,M,22,2,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),B,45,B1_2,4.67,3.83,8.5,0.84,5.5,6,6,6,5.89,6,6,6,6,6,6,6,6
W_SIN_168,SIN,224,N/A,222,N/A,N/A,F,19,1,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,47,B2_0,4.83,4.83,9.66,0,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_169,SIN,214,N/A,202,N/A,N/A,M,21,1,N/A,N/A,Mechanical Engineering,Sciences & Technology,A Level (General Paper),A,38,B1_2,5,5,10,0,5.5,6,6,6,5.89,6,6,6,6,4,5,5,5
W_SIN_170,SIN,279,N/A,245,N/A,N/A,M,21,1,N/A,N/A,Economics,Social Sciences,A Level (General Paper),A,45,B1_2,5.83,5,10.83,0.83,6,6,6,6,6,6,6,6,6,6,6,6,6
W_SIN_171,SIN,226,N/A,226,N/A,N/A,F,21,3,N/A,N/A,Political Science,Social Sciences,A Level (General Paper),A,47,B2_0,6,5.33,11.33,0.67,6,6,5.88,6,5.89,6,6,6,5.75,6,6,5,6
W_SIN_172,SIN,304,N/A,236,N/A,N/A,F,20,2,N/A,N/A,Business,Social Sciences,A Level (General Paper),C,45,B1_2,5,5.33,10.33,-0.33,5,6,6,6,5.78,6,6,6,6,0,0,0,0
W_SIN_173,SIN,270,N/A,212,N/A,N/A,M,22,2,N/A,N/A,Economics,Social Sciences,O Level (Eng Lang),A1,47,B2_0,5,4.5,9.5,0.5,4,4.5,4.38,4.78,4,4.5,4.5,4.25,4.5,3,2,5,5
W_SIN_174,SIN,230,N/A,250,N/A,N/A,M,21,1,N/A,N/A,Economics,Social Sciences,O Level (Eng Lang),B3,47,B2_0,4.67,4.83,9.5,-0.16,5.5,6,6,6,5.89,6,6,6,6,6,4,4,4
W_SIN_175,SIN,274,N/A,251,N/A,N/A,M,22,2,N/A,N/A,Economics,Social Sciences,A Level (General Paper),A,47,B2_0,5,5.67,10.67,-0.67,4,4.75,4.75,4.67,4.67,5,5,4,5,3,4,4,5
W_SIN_176,SIN,230,N/A,253,N/A,N/A,F,20,2,N/A,N/A,Chemical Engineering,Sciences & Technology,A Level (General Paper),A,45,B1_2,5.17,4.67,9.84,0.5,2,4.88,5,4.56,4.67,5,4.75,5,5,5,5,5,5
W_SIN_177,SIN,265,N/A,312,N/A,N/A,F,21,3,N/A,N/A,Communications and New Media,Humanities,A Level (General Paper),A,45,B1_2,5.5,3.83,9.33,1.67,4,4.63,5,4.67,4.78,5,4.75,5,4.5,3,4,4,5
W_SIN_178,SIN,236,N/A,237,N/A,N/A,F,20,2,N/A,N/A,Environmental Studies,Sciences & Technology,A Level (General Paper),B,45,B1_2,3.17,5.5,8.67,-2.33,3.5,5.38,5.75,5.78,4.89,5.5,6,4.75,6,5,6,6,6
W_SIN_179,SIN,222,N/A,205,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,45,B1_2,5.17,3.83,9,1.34,6,6,6,6,6,6,6,6,6,4,5,5,5
W_SIN_180,SIN,251,N/A,213,N/A,N/A,F,19,1,N/A,N/A,Business,Social Sciences,O Level (Eng Lang),B3,47,B2_0,5.5,4.33,9.83,1.17,4.5,4.88,4.88,5,4.67,5,5,4.5,5,4,5,4,5
W_SIN_181,SIN,298,N/A,247,N/A,N/A,F,19,1,N/A,N/A,Life Science,Life Sciences,A Level (General Paper),B,47,B2_0,6,5.33,11.33,0.67,6,6,6,6,6,6,6,6,6,4,5,5,5
W_SIN_182,SIN,270,N/A,266,N/A,N/A,M,21,1,N/A,N/A,Economics,Social Sciences,A Level (General Paper),D,44,B1_2,4.83,4.5,9.33,0.33,6,5.88,6,5.89,6,5.75,6,6,6,2,6,6,6
W_SIN_183,SIN,262,N/A,258,N/A,N/A,M,21,1,N/A,N/A,Information Systems,Sciences & Technology,A Level (General Paper),C,47,B2_0,2.5,4.67,7.17,-2.17,2,3.88,4.88,4.67,3.56,4.5,5,3.5,4.5,2,5,4,5
W_SIN_184,SIN,261,N/A,242,N/A,N/A,F,21,3,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,46,B1_2,5.17,5.5,10.67,-0.33,6,6,5.63,5.89,5.78,6,5.5,6,5.75,6,6,6,6
W_SIN_185,SIN,289,N/A,287,N/A,N/A,F,20,2,N/A,N/A,Business,Social Sciences,A Level (General Paper),B,47,B2_0,5.17,5.5,10.67,-0.33,6,5.5,5.88,5.56,5.89,5.25,5.75,6,5.75,5,6,6,6
W_SIN_186,SIN,234,N/A,272,N/A,N/A,F,20,2,N/A,N/A,Psychology,Humanities,A Level (General Paper),C,45,B1_2,5.67,4.83,10.5,0.84,2.5,5.88,6,5.67,5.44,6,6,5.75,6,5,6,6,6
W_SIN_187,SIN,290,N/A,297,N/A,N/A,M,24,4,N/A,N/A,Life Science,Life Sciences,O Level (Eng Lang),C6,46,B1_2,4.67,4.67,9.34,0,2,2.38,3.38,3.22,2.33,2.75,3,2.5,3.25,3,2,3,3
